ID,GoalPos,PresPos,PresSpd,PresVolt,PresCurent,PresTemp
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,235.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,235.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,235.00,57.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,236.00,58.00,41.00
2.00,0.00,80.83,0.00,232.00,198.00,41.00
2.00,0.00,81.89,200.00,229.00,63.00,41.00
2.00,0.00,85.76,650.00,228.00,56.00,41.00
2.00,0.00,91.21,1100.00,230.00,238.00,41.00
2.00,0.00,98.77,1400.00,234.00,108.00,41.00
2.00,0.00,107.13,1550.00,237.00,44.00,41.00
2.00,0.00,114.43,1300.00,238.00,15.00,41.00
2.00,0.00,118.04,400.00,239.00,7.00,41.00
2.00,0.00,119.09,400.00,239.00,2.00,41.00
2.00,0.00,119.09,0.00,239.00,5.00,41.00
2.00,0.00,118.30,-250.00,239.00,25.00,41.00
2.00,0.00,117.16,-150.00,237.00,28.00,41.00
2.00,0.00,117.07,0.00,237.00,28.00,41.00
2.00,0.00,117.07,0.00,237.00,28.00,41.00
2.00,0.00,117.07,0.00,237.00,28.00,41.00
2.00,0.00,117.07,0.00,237.00,28.00,41.00
2.00,0.00,117.16,50.00,237.00,26.00,41.00
2.00,0.00,117.16,0.00,237.00,26.00,41.00
2.00,0.00,117.16,0.00,237.00,26.00,41.00
2.00,0.00,117.16,0.00,238.00,27.00,41.00
2.00,0.00,117.16,0.00,238.00,26.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,26.00,41.00
2.00,0.00,117.16,0.00,237.00,26.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
2.00,0.00,117.16,0.00,237.00,27.00,41.00
